subset,image_id,group_id,size_group,k_i,selected_source,dice,iou,oracle_dice,selector_regret,recall_at_0_10,recall_at_0_30,recall_at_0_50
classifier448+external_saliency,IMG000944.jpeg,btxrd-heuristic-000547,small,27,classifier448,0.11459606245756959,0.06078064237361371,0.6348773841961853,0.5202813217386157,1,1,1
layercam320+classifier448+external_saliency,IMG000944.jpeg,btxrd-heuristic-000547,small,27,classifier448,0.11459606245756959,0.06078064237361371,0.6439290586630286,0.529332996205459,1,1,1
layercam320,IMG000963.jpeg,btxrd-heuristic-000561,medium,27,layercam320,0.7381293378869671,0.5849484896106164,0.8503162333099087,0.11218689542294158,1,1,1
classifier448,IMG000963.jpeg,btxrd-heuristic-000561,medium,27,classifier448,0.12146672751187824,0.06466040782498107,0.42638650657518584,0.3049197790633076,1,1,0
external_saliency,IMG000963.jpeg,btxrd-heuristic-000561,medium,27,external_saliency,0.23181583031557165,0.13110389420404342,0.3685717558126217,0.13675592549705004,1,1,0
layercam320+classifier448,IMG000963.jpeg,btxrd-heuristic-000561,medium,27,layercam320,0.7381293378869671,0.5849484896106164,0.8503162333099087,0.11218689542294158,1,1,1
layercam320+external_saliency,IMG000963.jpeg,btxrd-heuristic-000561,medium,27,layercam320,0.6756728453241178,0.5102008540249882,0.8503162333099087,0.17464338798579093,1,1,1
classifier448+external_saliency,IMG000963.jpeg,btxrd-heuristic-000561,medium,27,external_saliency,0.052072263549415514,0.02673213311511184,0.42638650657518584,0.3743142430257703,1,1,0
layercam320+classifier448+external_saliency,IMG000963.jpeg,btxrd-heuristic-000561,medium,27,layercam320,0.6756728453241178,0.5102008540249882,0.8503162333099087,0.17464338798579093,1,1,1
layercam320,IMG000969.jpeg,btxrd-heuristic-000566,large,27,layercam320,0.5152689337488146,0.3470452969303208,0.5351276671954153,0.019858733446600718,1,1,1
classifier448,IMG000969.jpeg,btxrd-heuristic-000566,large,27,classifier448,0.05066630281529995,0.02599160055996267,0.4668693009118541,0.41620299809655414,1,1,0
external_saliency,IMG000969.jpeg,btxrd-heuristic-000566,large,27,external_saliency,0.0822291725902758,0.042877475981496854,0.22692385376691576,0.14469468117663997,1,0,0
layercam320+classifier448,IMG000969.jpeg,btxrd-heuristic-000566,large,27,classifier448,0.05066630281529995,0.02599160055996267,0.5351276671954153,0.48446136438011533,1,1,1
layercam320+external_saliency,IMG000969.jpeg,btxrd-heuristic-000566,large,27,layercam320,0.0,0.0,0.20865840599663454,0.20865840599663454,1,0,0
classifier448+external_saliency,IMG000969.jpeg,btxrd-heuristic-000566,large,27,classifier448,0.05066630281529995,0.02599160055996267,0.15622421475328677,0.10555791193798682,1,0,0
layercam320+classifier448+external_saliency,IMG000969.jpeg,btxrd-heuristic-000566,large,27,layercam320,0.0,0.0,0.15622421475328677,0.15622421475328677,1,0,0
layercam320,IMG000971.jpeg,btxrd-heuristic-000568,small,27,layercam320,0.0,0.0,0.0026122448979591837,0.0026122448979591837,0,0,0
classifier448,IMG000971.jpeg,btxrd-heuristic-000568,small,27,classifier448,0.0,0.0,0.030861423220973783,0.030861423220973783,0,0,0
external_saliency,IMG000971.jpeg,btxrd-heuristic-000568,small,27,external_saliency,0.0,0.0,0.032293462925223386,0.032293462925223386,0,0,0
layercam320+classifier448,IMG000971.jpeg,btxrd-heuristic-000568,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
layercam320+external_saliency,IMG000971.jpeg,btxrd-heuristic-000568,small,27,layercam320,0.0,0.0,0.0007780082987551867,0.0007780082987551867,0,0,0
classifier448+external_saliency,IMG000971.jpeg,btxrd-heuristic-000568,small,27,classifier448,0.0,0.0,0.01504381694255112,0.01504381694255112,0,0,0
layercam320+classifier448+external_saliency,IMG000971.jpeg,btxrd-heuristic-000568,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
layercam320,IMG000993.jpeg,btxrd-heuristic-000581,small,27,layercam320,0.703862660944206,0.543046357615894,0.703862660944206,0.0,1,1,1
classifier448,IMG000993.jpeg,btxrd-heuristic-000581,small,27,classifier448,0.7403846153846154,0.5877862595419847,0.7425742574257426,0.002189642041127149,1,1,1
external_saliency,IMG000993.jpeg,btxrd-heuristic-000581,small,27,external_saliency,0.0033241219111698507,0.0016648280012034901,0.004033693202040574,0.0007095712908707233,0,0,0
layercam320+classifier448,IMG000993.jpeg,btxrd-heuristic-000581,small,27,classifier448,0.7403846153846154,0.5877862595419847,0.7425742574257426,0.002189642041127149,1,1,1
layercam320+external_saliency,IMG000993.jpeg,btxrd-heuristic-000581,small,27,layercam320,0.703862660944206,0.543046357615894,0.703862660944206,0.0,1,1,1
classifier448+external_saliency,IMG000993.jpeg,btxrd-heuristic-000581,small,27,classifier448,0.7403846153846154,0.5877862595419847,0.7425742574257426,0.002189642041127149,1,1,1
layercam320+classifier448+external_saliency,IMG000993.jpeg,btxrd-heuristic-000581,small,27,classifier448,0.7403846153846154,0.5877862595419847,0.7425742574257426,0.002189642041127149,1,1,1
layercam320,IMG000996.jpeg,btxrd-heuristic-000583,small,27,layercam320,0.003761969904240766,0.0018845297241733767,0.0049261083743842365,0.0011641384701434705,0,0,0
classifier448,IMG000996.jpeg,btxrd-heuristic-000583,small,27,classifier448,0.003280032800328003,0.0016427104722792608,0.018230563002680965,0.01495053020235296,0,0,0
external_saliency,IMG000996.jpeg,btxrd-heuristic-000583,small,27,external_saliency,0.0,0.0,0.004422332780541736,0.004422332780541736,0,0,0
layercam320+classifier448,IMG000996.jpeg,btxrd-heuristic-000583,small,27,layercam320,0.003628666465074085,0.0018176310209027568,0.018230563002680965,0.014601896537606879,0,0,0
layercam320+external_saliency,IMG000996.jpeg,btxrd-heuristic-000583,small,27,layercam320,0.0036713097937587733,0.0018390307226308956,0.0049261083743842365,0.0012547985806254632,0,0,0
classifier448+external_saliency,IMG000996.jpeg,btxrd-heuristic-000583,small,27,classifier448,0.003280032800328003,0.0016427104722792608,0.018230563002680965,0.01495053020235296,0,0,0
layercam320+classifier448+external_saliency,IMG000996.jpeg,btxrd-heuristic-000583,small,27,layercam320,0.003628666465074085,0.0018176310209027568,0.018230563002680965,0.014601896537606879,0,0,0
layercam320,IMG001006.jpeg,btxrd-heuristic-000591,small,27,layercam320,0.06805444355484387,0.035225859925404064,0.07599463567277603,0.007940192117932163,0,0,0
classifier448,IMG001006.jpeg,btxrd-heuristic-000591,small,27,classifier448,0.13659985152190052,0.07330677290836653,0.14745762711864407,0.010857775596743557,1,0,0
external_saliency,IMG001006.jpeg,btxrd-heuristic-000591,small,27,external_saliency,0.10342511752854265,0.05453257790368272,0.15104166666666666,0.047616549138124006,1,0,0
layercam320+classifier448,IMG001006.jpeg,btxrd-heuristic-000591,small,27,layercam320,0.06805444355484387,0.035225859925404064,0.13661636219221604,0.06856191863737217,1,0,0
layercam320+external_saliency,IMG001006.jpeg,btxrd-heuristic-000591,small,27,layercam320,0.06805444355484387,0.035225859925404064,0.15104166666666666,0.08298722311182279,1,0,0
classifier448+external_saliency,IMG001006.jpeg,btxrd-heuristic-000591,small,27,external_saliency,0.10342511752854265,0.05453257790368272,0.15104166666666666,0.047616549138124006,1,0,0
layercam320+classifier448+external_saliency,IMG001006.jpeg,btxrd-heuristic-000591,small,27,layercam320,0.06805444355484387,0.035225859925404064,0.13661636219221604,0.06856191863737217,1,0,0
layercam320,IMG001007.jpeg,btxrd-heuristic-000592,medium,27,layercam320,0.17344451571520206,0.09495715690405956,0.2447108603667137,0.07126634465151163,1,0,0
classifier448,IMG001007.jpeg,btxrd-heuristic-000592,medium,27,classifier448,0.3410333274554752,0.20556972789115646,0.398964949423665,0.057931621968189795,1,1,0
external_saliency,IMG001007.jpeg,btxrd-heuristic-000592,medium,27,external_saliency,0.2991101984941821,0.17585513078470824,0.8727366787377134,0.5736264802435314,1,1,1
layercam320+classifier448,IMG001007.jpeg,btxrd-heuristic-000592,medium,27,classifier448,0.13652745389018445,0.0732650739476678,0.3410333274554752,0.20450587356529076,1,1,0
layercam320+external_saliency,IMG001007.jpeg,btxrd-heuristic-000592,medium,27,layercam320,0.17344451571520206,0.09495715690405956,0.2447108603667137,0.07126634465151163,1,0,0
classifier448+external_saliency,IMG001007.jpeg,btxrd-heuristic-000592,medium,27,classifier448,0.3410333274554752,0.20556972789115646,0.398964949423665,0.057931621968189795,1,1,0
layercam320+classifier448+external_saliency,IMG001007.jpeg,btxrd-heuristic-000592,medium,27,classifier448,0.13652745389018445,0.0732650739476678,0.3410333274554752,0.20450587356529076,1,1,0
layercam320,IMG001024.jpeg,btxrd-heuristic-000600,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448,IMG001024.jpeg,btxrd-heuristic-000600,small,27,classifier448,0.0,0.0,0.45614035087719296,0.45614035087719296,1,1,0
external_saliency,IMG001024.jpeg,btxrd-heuristic-000600,small,27,external_saliency,0.0023580580082270025,0.00118042075442002,0.060092449922958396,0.05773439191473139,0,0,0
layercam320+classifier448,IMG001024.jpeg,btxrd-heuristic-000600,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320+external_saliency,IMG001024.jpeg,btxrd-heuristic-000600,small,27,layercam320,0.0,0.0,0.0020061074827809108,0.0020061074827809108,0,0,0
classifier448+external_saliency,IMG001024.jpeg,btxrd-heuristic-000600,small,27,classifier448,0.0,0.0,0.45614035087719296,0.45614035087719296,1,1,0
layercam320+classifier448+external_saliency,IMG001024.jpeg,btxrd-heuristic-000600,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320,IMG001030.jpeg,btxrd-heuristic-000605,medium,27,layercam320,0.7046215673141326,0.5439503619441571,0.7753236862147753,0.07070211890064271,1,1,1
classifier448,IMG001030.jpeg,btxrd-heuristic-000605,medium,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
external_saliency,IMG001030.jpeg,btxrd-heuristic-000605,medium,27,external_saliency,0.6253889234598631,0.45495699411498414,0.729746192893401,0.10435726943353796,1,1,1
layercam320+classifier448,IMG001030.jpeg,btxrd-heuristic-000605,medium,27,layercam320,0.7046215673141326,0.5439503619441571,0.7046215673141326,0.0,1,1,1
layercam320+external_saliency,IMG001030.jpeg,btxrd-heuristic-000605,medium,27,layercam320,0.7046215673141326,0.5439503619441571,0.7046215673141326,0.0,1,1,1
classifier448+external_saliency,IMG001030.jpeg,btxrd-heuristic-000605,medium,27,external_saliency,0.6253889234598631,0.45495699411498414,0.729746192893401,0.10435726943353796,1,1,1
layercam320+classifier448+external_saliency,IMG001030.jpeg,btxrd-heuristic-000605,medium,27,layercam320,0.7046215673141326,0.5439503619441571,0.7046215673141326,0.0,1,1,1
layercam320,IMG001056.jpeg,btxrd-heuristic-000620,small,27,layercam320,0.0,0.0,0.0121104542136078,0.0121104542136078,0,0,0
classifier448,IMG001056.jpeg,btxrd-heuristic-000620,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
external_saliency,IMG001056.jpeg,btxrd-heuristic-000620,small,27,external_saliency,0.0,0.0,0.0,0.0,0,0,0
layercam320+classifier448,IMG001056.jpeg,btxrd-heuristic-000620,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
layercam320+external_saliency,IMG001056.jpeg,btxrd-heuristic-000620,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448+external_saliency,IMG001056.jpeg,btxrd-heuristic-000620,small,27,external_saliency,0.0,0.0,0.0,0.0,0,0,0
layercam320+classifier448+external_saliency,IMG001056.jpeg,btxrd-heuristic-000620,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
layercam320,IMG001059.jpeg,btxrd-heuristic-000622,small,27,layercam320,0.016604177825388325,0.00837159060221442,0.027466723008662583,0.010862545183274258,0,0,0
classifier448,IMG001059.jpeg,btxrd-heuristic-000622,small,27,classifier448,0.001193792280143255,0.0005972526378658173,0.015634971282705808,0.014441179002562553,0,0,0
external_saliency,IMG001059.jpeg,btxrd-heuristic-000622,small,27,external_saliency,0.010967918837400604,0.005514199062586159,0.010967918837400604,0.0,0,0,0
layercam320+classifier448,IMG001059.jpeg,btxrd-heuristic-000622,small,27,classifier448,0.001193792280143255,0.0005972526378658173,0.016604177825388325,0.01541038554524507,0,0,0
layercam320+external_saliency,IMG001059.jpeg,btxrd-heuristic-000622,small,27,layercam320,0.016604177825388325,0.00837159060221442,0.027466723008662583,0.010862545183274258,0,0,0
classifier448+external_saliency,IMG001059.jpeg,btxrd-heuristic-000622,small,27,classifier448,0.001193792280143255,0.0005972526378658173,0.015634971282705808,0.014441179002562553,0,0,0
layercam320+classifier448+external_saliency,IMG001059.jpeg,btxrd-heuristic-000622,small,27,classifier448,0.001193792280143255,0.0005972526378658173,0.016604177825388325,0.01541038554524507,0,0,0
layercam320,IMG001060.jpeg,btxrd-heuristic-000623,small,27,layercam320,0.48868778280542985,0.32335329341317365,0.7751937984496124,0.2865060156441826,1,1,1
classifier448,IMG001060.jpeg,btxrd-heuristic-000623,small,27,classifier448,0.171900826446281,0.09403254972875226,0.6890756302521008,0.5171748038058198,1,1,1
external_saliency,IMG001060.jpeg,btxrd-heuristic-000623,small,27,external_saliency,0.0022966350195829147,0.0011496376588450248,0.004174397031539889,0.0018777620119569739,0,0,0
layercam320+classifier448,IMG001060.jpeg,btxrd-heuristic-000623,small,27,classifier448,0.022444889779559118,0.011349817592217268,0.7751937984496124,0.7527489086700533,1,1,1
layercam320+external_saliency,IMG001060.jpeg,btxrd-heuristic-000623,small,27,layercam320,0.48868778280542985,0.32335329341317365,0.7751937984496124,0.2865060156441826,1,1,1
classifier448+external_saliency,IMG001060.jpeg,btxrd-heuristic-000623,small,27,classifier448,0.171900826446281,0.09403254972875226,0.6890756302521008,0.5171748038058198,1,1,1
layercam320+classifier448+external_saliency,IMG001060.jpeg,btxrd-heuristic-000623,small,27,classifier448,0.022444889779559118,0.011349817592217268,0.7751937984496124,0.7527489086700533,1,1,1
layercam320,IMG001092.jpeg,btxrd-heuristic-000639,large,27,layercam320,0.14649589869045906,0.07903726708074534,0.49798630688683043,0.35149040819637134,1,1,0
classifier448,IMG001092.jpeg,btxrd-heuristic-000639,large,27,classifier448,0.15242811941119824,0.0825018615040953,0.4650986342943854,0.3126705148831872,1,1,0
external_saliency,IMG001092.jpeg,btxrd-heuristic-000639,large,27,external_saliency,0.06562311860325105,0.03392468098350451,0.3328183896681703,0.26719527106491925,1,1,0
layercam320+classifier448,IMG001092.jpeg,btxrd-heuristic-000639,large,27,classifier448,0.15242811941119824,0.0825018615040953,0.49798630688683043,0.34555818747563216,1,1,0
layercam320+external_saliency,IMG001092.jpeg,btxrd-heuristic-000639,large,27,layercam320,0.14649589869045906,0.07903726708074534,0.49798630688683043,0.35149040819637134,1,1,0
classifier448+external_saliency,IMG001092.jpeg,btxrd-heuristic-000639,large,27,classifier448,0.15242811941119824,0.0825018615040953,0.4650986342943854,0.3126705148831872,1,1,0
layercam320+classifier448+external_saliency,IMG001092.jpeg,btxrd-heuristic-000639,large,27,classifier448,0.15242811941119824,0.0825018615040953,0.49798630688683043,0.34555818747563216,1,1,0
layercam320,IMG001094.jpeg,btxrd-heuristic-000641,medium,27,layercam320,0.1282223287014854,0.06850296948597173,0.3478029294274301,0.21958060072594468,1,1,0
classifier448,IMG001094.jpeg,btxrd-heuristic-000641,medium,27,classifier448,0.3477600607441154,0.2104779411764706,0.3477600607441154,0.0,1,1,0
external_saliency,IMG001094.jpeg,btxrd-heuristic-000641,medium,27,external_saliency,0.09327785208302372,0.04892052687641267,0.1374335057931939,0.04415565371017019,1,0,0
layercam320+classifier448,IMG001094.jpeg,btxrd-heuristic-000641,medium,27,classifier448,0.3477600607441154,0.2104779411764706,0.3478029294274301,4.286868331465632e-05,1,1,0
layercam320+external_saliency,IMG001094.jpeg,btxrd-heuristic-000641,medium,27,external_saliency,0.11195286195286196,0.05929558626839055,0.3478029294274301,0.2358500674745681,1,1,0
classifier448+external_saliency,IMG001094.jpeg,btxrd-heuristic-000641,medium,27,classifier448,0.3101839143562998,0.18356075373619232,0.3477600607441154,0.037576146387815645,1,1,0
layercam320+classifier448+external_saliency,IMG001094.jpeg,btxrd-heuristic-000641,medium,27,classifier448,0.3101839143562998,0.18356075373619232,0.3478029294274301,0.0376190150711303,1,1,0
layercam320,IMG001098.jpeg,btxrd-heuristic-000644,small,27,layercam320,0.4826522744795682,0.31808943089430897,0.7613823368074603,0.27873006232789205,1,1,1
classifier448,IMG001098.jpeg,btxrd-heuristic-000644,small,27,classifier448,0.894937917860554,0.8098530682800346,0.936451448906965,0.04151353104641098,1,1,1
external_saliency,IMG001098.jpeg,btxrd-heuristic-000644,small,27,external_saliency,0.0,0.0,0.5103253182461103,0.5103253182461103,1,1,1
layercam320+classifier448,IMG001098.jpeg,btxrd-heuristic-000644,small,27,classifier448,0.894937917860554,0.8098530682800346,0.936451448906965,0.04151353104641098,1,1,1
layercam320+external_saliency,IMG001098.jpeg,btxrd-heuristic-000644,small,27,layercam320,0.695364238410596,0.5329949238578681,0.7353509336767546,0.03998669526615861,1,1,1
classifier448+external_saliency,IMG001098.jpeg,btxrd-heuristic-000644,small,27,classifier448,0.894937917860554,0.8098530682800346,0.936451448906965,0.04151353104641098,1,1,1
layercam320+classifier448+external_saliency,IMG001098.jpeg,btxrd-heuristic-000644,small,27,classifier448,0.894937917860554,0.8098530682800346,0.936451448906965,0.04151353104641098,1,1,1
layercam320,IMG001106.jpeg,btxrd-heuristic-000649,medium,27,layercam320,0.027153160797624098,0.013763440860215054,0.03788094559954429,0.01072778480192019,0,0,0
classifier448,IMG001106.jpeg,btxrd-heuristic-000649,medium,27,classifier448,0.0,0.0,0.13645514875848183,0.13645514875848183,1,0,0
external_saliency,IMG001106.jpeg,btxrd-heuristic-000649,medium,27,external_saliency,0.036309443164882806,0.018490409824755073,0.14754098360655737,0.11123154044167458,1,0,0
layercam320+classifier448,IMG001106.jpeg,btxrd-heuristic-000649,medium,27,classifier448,0.0,0.0,0.13645514875848183,0.13645514875848183,1,0,0
layercam320+external_saliency,IMG001106.jpeg,btxrd-heuristic-000649,medium,27,layercam320,0.027153160797624098,0.013763440860215054,0.037873474540608784,0.010720313742984686,0,0,0
classifier448+external_saliency,IMG001106.jpeg,btxrd-heuristic-000649,medium,27,classifier448,0.0,0.0,0.13645514875848183,0.13645514875848183,1,0,0
layercam320+classifier448+external_saliency,IMG001106.jpeg,btxrd-heuristic-000649,medium,27,classifier448,0.0,0.0,0.13645514875848183,0.13645514875848183,1,0,0
layercam320,IMG001136.jpeg,btxrd-heuristic-000669,small,27,layercam320,0.0,0.0,0.044293015332197615,0.044293015332197615,0,0,0
classifier448,IMG001136.jpeg,btxrd-heuristic-000669,small,27,classifier448,0.05364327223960662,0.02756086357372531,0.05364327223960662,0.0,0,0,0
external_saliency,IMG001136.jpeg,btxrd-heuristic-000669,small,27,external_saliency,0.0,0.0,0.012467532467532468,0.012467532467532468,0,0,0
layercam320+classifier448,IMG001136.jpeg,btxrd-heuristic-000669,small,27,classifier448,0.05364327223960662,0.02756086357372531,0.05364327223960662,0.0,0,0,0
layercam320+external_saliency,IMG001136.jpeg,btxrd-heuristic-000669,small,27,external_saliency,0.0,0.0,0.044293015332197615,0.044293015332197615,0,0,0
classifier448+external_saliency,IMG001136.jpeg,btxrd-heuristic-000669,small,27,external_saliency,0.0,0.0,0.05364327223960662,0.05364327223960662,0,0,0
layercam320+classifier448+external_saliency,IMG001136.jpeg,btxrd-heuristic-000669,small,27,external_saliency,0.0,0.0,0.05364327223960662,0.05364327223960662,0,0,0
layercam320,IMG001140.jpeg,btxrd-heuristic-000672,small,27,layercam320,0.12653061224489795,0.06753812636165578,0.19221967963386727,0.06568906738896932,1,0,0
classifier448,IMG001140.jpeg,btxrd-heuristic-000672,small,27,classifier448,0.021668472372697724,0.01095290251916758,0.06428571428571428,0.04261724191301655,0,0,0
external_saliency,IMG001140.jpeg,btxrd-heuristic-000672,small,27,external_saliency,0.0038917115809306135,0.0019496495272873567,0.013171525825070297,0.009279814244139683,0,0,0
layercam320+classifier448,IMG001140.jpeg,btxrd-heuristic-000672,small,27,classifier448,0.021668472372697724,0.01095290251916758,0.19221967963386727,0.17055120726116954,1,0,0
layercam320+external_saliency,IMG001140.jpeg,btxrd-heuristic-000672,small,27,layercam320,0.12653061224489795,0.06753812636165578,0.19221967963386727,0.06568906738896932,1,0,0
classifier448+external_saliency,IMG001140.jpeg,btxrd-heuristic-000672,small,27,classifier448,0.021668472372697724,0.01095290251916758,0.06428571428571428,0.04261724191301655,0,0,0
layercam320+classifier448+external_saliency,IMG001140.jpeg,btxrd-heuristic-000672,small,27,classifier448,0.021668472372697724,0.01095290251916758,0.19221967963386727,0.17055120726116954,1,0,0
layercam320,IMG001141.jpeg,btxrd-heuristic-000673,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448,IMG001141.jpeg,btxrd-heuristic-000673,small,27,classifier448,0.0006710658763001902,0.0003356455582904453,0.003472222222222222,0.002801156345922032,0,0,0
external_saliency,IMG001141.jpeg,btxrd-heuristic-000673,small,27,external_saliency,0.0,0.0,0.2711864406779661,0.2711864406779661,1,0,0
layercam320+classifier448,IMG001141.jpeg,btxrd-heuristic-000673,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
layercam320+external_saliency,IMG001141.jpeg,btxrd-heuristic-000673,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448+external_saliency,IMG001141.jpeg,btxrd-heuristic-000673,small,27,external_saliency,0.0,0.0,0.2711864406779661,0.2711864406779661,1,0,0
layercam320+classifier448+external_saliency,IMG001141.jpeg,btxrd-heuristic-000673,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
layercam320,IMG001174.jpeg,btxrd-heuristic-000693,medium,27,layercam320,0.6389476867251285,0.4694512330593201,0.6676626826029216,0.028714995877793137,1,1,1
classifier448,IMG001174.jpeg,btxrd-heuristic-000693,medium,27,classifier448,0.0,0.0,0.569585020242915,0.569585020242915,1,1,1
external_saliency,IMG001174.jpeg,btxrd-heuristic-000693,medium,27,external_saliency,0.47011286052668244,0.30728597449908923,0.5400887960302951,0.0699759355036127,1,1,1
layercam320+classifier448,IMG001174.jpeg,btxrd-heuristic-000693,medium,27,classifier448,0.0,0.0,0.6676626826029216,0.6676626826029216,1,1,1
layercam320+external_saliency,IMG001174.jpeg,btxrd-heuristic-000693,medium,27,external_saliency,0.47011286052668244,0.30728597449908923,0.6676626826029216,0.19754982207623917,1,1,1
classifier448+external_saliency,IMG001174.jpeg,btxrd-heuristic-000693,medium,27,classifier448,0.0,0.0,0.5331091023754467,0.5331091023754467,1,1,1
layercam320+classifier448+external_saliency,IMG001174.jpeg,btxrd-heuristic-000693,medium,27,classifier448,0.0,0.0,0.6676626826029216,0.6676626826029216,1,1,1
layercam320,IMG001190.jpeg,btxrd-heuristic-000702,large,27,layercam320,0.8596867624973181,0.753904045155221,0.8988741455568958,0.039187383059577696,1,1,1
classifier448,IMG001190.jpeg,btxrd-heuristic-000702,large,27,classifier448,0.8628577508245558,0.7587949101796407,0.8814602132895816,0.018602462465025726,1,1,1
external_saliency,IMG001190.jpeg,btxrd-heuristic-000702,large,27,external_saliency,0.8627326565143824,0.758601450623024,0.8627326565143824,0.0,1,1,1
layercam320+classifier448,IMG001190.jpeg,btxrd-heuristic-000702,large,27,layercam320,0.8596867624973181,0.753904045155221,0.8988741455568958,0.039187383059577696,1,1,1
layercam320+external_saliency,IMG001190.jpeg,btxrd-heuristic-000702,large,27,layercam320,0.8596867624973181,0.753904045155221,0.8988741455568958,0.039187383059577696,1,1,1
classifier448+external_saliency,IMG001190.jpeg,btxrd-heuristic-000702,large,27,classifier448,0.8628577508245558,0.7587949101796407,0.8814602132895816,0.018602462465025726,1,1,1
layercam320+classifier448+external_saliency,IMG001190.jpeg,btxrd-heuristic-000702,large,27,layercam320,0.8596867624973181,0.753904045155221,0.8988741455568958,0.039187383059577696,1,1,1
layercam320,IMG001191.jpeg,btxrd-heuristic-000702,medium,27,layercam320,0.6091281451141018,0.43794699200673115,0.63441712926249,0.025288984148388205,1,1,1
classifier448,IMG001191.jpeg,btxrd-heuristic-000702,medium,27,classifier448,0.5363408521303258,0.3664383561643836,0.7387074357192495,0.20236658358892368,1,1,1
external_saliency,IMG001191.jpeg,btxrd-heuristic-000702,medium,27,external_saliency,0.6176516209089499,0.4468132854578097,0.7403424930306651,0.12269087212171526,1,1,1
layercam320+classifier448,IMG001191.jpeg,btxrd-heuristic-000702,medium,27,classifier448,0.5646110938952588,0.39335060449050085,0.6384569377990431,0.07384584390378435,1,1,1
layercam320+external_saliency,IMG001191.jpeg,btxrd-heuristic-000702,medium,27,external_saliency,0.6176516209089499,0.4468132854578097,0.6552103987662481,0.03755877785729822,1,1,1
classifier448+external_saliency,IMG001191.jpeg,btxrd-heuristic-000702,medium,27,classifier448,0.5646110938952588,0.39335060449050085,0.6552103987662481,0.09059930487098933,1,1,1
layercam320+classifier448+external_saliency,IMG001191.jpeg,btxrd-heuristic-000702,medium,27,classifier448,0.5646110938952588,0.39335060449050085,0.6552103987662481,0.09059930487098933,1,1,1
layercam320,IMG001202.jpeg,btxrd-heuristic-000707,small,27,layercam320,0.3737864077669903,0.2298507462686567,0.3737864077669903,0.0,1,1,0
classifier448,IMG001202.jpeg,btxrd-heuristic-000707,small,27,classifier448,0.4343163538873995,0.2773972602739726,0.8227848101265823,0.38846845623918286,1,1,1
external_saliency,IMG001202.jpeg,btxrd-heuristic-000707,small,27,external_saliency,0.004388235584153046,0.0021989425310075606,0.029299847792998476,0.02491161220884543,0,0,0
layercam320+classifier448,IMG001202.jpeg,btxrd-heuristic-000707,small,27,classifier448,0.8152866242038217,0.6881720430107527,0.8227848101265823,0.007498185922760636,1,1,1
layercam320+external_saliency,IMG001202.jpeg,btxrd-heuristic-000707,small,27,layercam320,0.3737864077669903,0.2298507462686567,0.3737864077669903,0.0,1,1,0
classifier448+external_saliency,IMG001202.jpeg,btxrd-heuristic-000707,small,27,classifier448,0.4343163538873995,0.2773972602739726,0.8227848101265823,0.38846845623918286,1,1,1
layercam320+classifier448+external_saliency,IMG001202.jpeg,btxrd-heuristic-000707,small,27,classifier448,0.8152866242038217,0.6881720430107527,0.8227848101265823,0.007498185922760636,1,1,1
layercam320,IMG001206.jpeg,btxrd-heuristic-000710,small,27,layercam320,0.0,0.0,0.005107568487850178,0.005107568487850178,0,0,0
classifier448,IMG001206.jpeg,btxrd-heuristic-000710,small,27,classifier448,0.0,0.0,0.3482587064676617,0.3482587064676617,1,1,0
external_saliency,IMG001206.jpeg,btxrd-heuristic-000710,small,27,external_saliency,0.005533596837944664,0.0027744748315497426,0.008490704142878057,0.0029571073049333924,0,0,0
layercam320+classifier448,IMG001206.jpeg,btxrd-heuristic-000710,small,27,classifier448,0.0,0.0,0.3194888178913738,0.3194888178913738,1,1,0
layercam320+external_saliency,IMG001206.jpeg,btxrd-heuristic-000710,small,27,layercam320,0.0,0.0,0.005533596837944664,0.005533596837944664,0,0,0
classifier448+external_saliency,IMG001206.jpeg,btxrd-heuristic-000710,small,27,classifier448,0.0,0.0,0.3194888178913738,0.3194888178913738,1,1,0
layercam320+classifier448+external_saliency,IMG001206.jpeg,btxrd-heuristic-000710,small,27,classifier448,0.0,0.0,0.3194888178913738,0.3194888178913738,1,1,0
layercam320,IMG001215.jpeg,btxrd-heuristic-000715,large,27,layercam320,0.9327705758215254,0.8740112994350282,0.9586792817146167,0.025908705893091244,1,1,1
classifier448,IMG001215.jpeg,btxrd-heuristic-000715,large,27,classifier448,0.8271382172500902,0.7052307692307692,0.9197750702905342,0.092636853040444,1,1,1
external_saliency,IMG001215.jpeg,btxrd-heuristic-000715,large,27,external_saliency,0.9203863751906457,0.852514597852703,0.9598104265402844,0.03942405134963867,1,1,1
